"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
984,"Visceral Lymphatic Mapping Using Isosulfan Blue in Patients With Cancer of the Pancreas, Colon, Stomach, Small Intestine, or Gallbladder","Completed","No Results Available","Colorectal Cancer|Gallbladder Cancer|Gastric Cancer|Pancreatic Cancer|Small Intestine Cancer",,"Wake Forest University Comprehensive Cancer Center, Winston-Salem, North Carolina, United States","https://ClinicalTrials.gov/show/NCT00489515"
985,"UMCC 003 Cancer-Related Protein Biomarkers in Blood and Tumor Tissue of Patients With Cancer","Completed","No Results Available","Breast Cancer|Colorectal Cancer|Esophageal Cancer|Liver Cancer|Lung Cancer|Ovarian Cancer|Pancreatic Cancer","Genetic: fluorescence in situ hybridization|Genetic: polymerase chain reaction|Genetic: protein expression analysis|Other: immunohistochemistry staining method|Other: laboratory biomarker analysis|Other: mass spectrometry",,"https://ClinicalTrials.gov/show/NCT00900094"
986,"Utilizing a Multi-gene Testing Approach to Identify Hereditary Pancreatic Cancer","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma","Genetic: Multi-gene Next Generation Sequencing Panel","HonorHealth Research Institute, Scottsdale, Arizona, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT02790944"
987,"RAMPS VS SRPS for Pancreatic Body and Tail Adenocarcinoma","Not yet recruiting","No Results Available","Radical Antegrade Modular Pancreatosplenectomy","Procedure: Radical antegrade modular pancreatosplenectomy|Procedure: Standard retrograde pancreatosplenectomy","Ruijin Hospital affiliated to Shanghai Jiaotong University School of Medicine, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04253847"
988,"Vaccine Therapy in Treating Patients With Advanced or Metastatic Cancer","Completed","No Results Available","Breast Cancer|Colorectal Cancer|Gallbladder Cancer|Gastric Cancer|Head and Neck Cancer|Liver Cancer|Ovarian Cancer|Pancreatic Cancer|Testicular Germ Cell Tumor","Biological: TRICOM-CEA(6D)","Duke Comprehensive Cancer Center, Durham, North Carolina, United States","https://ClinicalTrials.gov/show/NCT00027534"
989,"Alanosine in Treating Patients With Cancer","Completed","No Results Available","Lung Cancer|Malignant Mesothelioma|Pancreatic Cancer|Sarcoma","Drug: L-alanosine","University of Alabama at Birmingham Comprehensive Cancer Center, Birmingham, Alabama, United States|Arizona Cancer Center at University of Arizona Health Sciences Center, Tucson, Arizona, United States|Wilshire Oncology Medical Group, Incorporated - La Verne, La Verne, California, United States|Cedars-Sinai Comprehensive Cancer Center at Cedars-Sinai Medical Center, Los Angeles, California, United States|Lynn Regional Cancer Center West, Boca Raton, Florida, United States|University of Chicago Cancer Research Center, Chicago, Illinois, United States|Midwest Cancer Research Group, Incorporated, Skokie, Illinois, United States|St. Vincent's Comprehensive Cancer Center - Manhattan, New York, New York, United States|Memorial Sloan-Kettering Cancer Center, New York, New York, United States|Vanderbilt-Ingram Cancer Center at Vanderbilt Medical Center, Nashville, Tennessee, United States|MD Anderson Cancer Center at University of Texas, Houston, Texas, United States|U.S. Oncology, Incorporated, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00062283"
990,"Early Detection Initiative for Pancreatic Cancer","Recruiting","No Results Available","Hyperglycemia|Diabetes Mellitus|Pancreas Ductal Adenocarcinoma","Other: Enriching New-onset Diabetes for Pancreatic Cancer (ENDPAC) score|Other: Abdominal imaging","Kaiser Permanente Southern California, Kaiser Permanente Research, Pasadena, California, United States|Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04662879"
991,"PHL Treatment in Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Combination Product: Paricalcitol, Hydroxychloroquine, Losartan|Other: Neoadjuvant therapy and surgery only (Control)","Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT05365893"
992,"A Study to Assess YH003 in Combination With Toripalimab(Anti-PD-1 mAb) Injection in Patients With Cancers","Recruiting","No Results Available","Melanoma|Pancreatic Ductal Adenocarcinoma","Drug: YH003|Drug: Toripalimab|Drug: Nab-paclitaxel|Drug: Gemcitabine","Epworth Medical Centre, Richmond, Victoria, Australia","https://ClinicalTrials.gov/show/NCT05031494"
993,"Fecal Microbial Transplants for the Treatment of Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Procedure: Fecal Microbiota Transplantation|Drug: Fecal Microbiota Transplantation Capsule|Other: Questionnaire Administration|Procedure: Resection|Procedure: Therapeutic Colonoscopy","M D Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04975217"
994,"Hepatic Arterial Infusion of Melphalan With Hepatic Perfusion in Treating Patients With Unresectable Liver Cancer","Completed","No Results Available","Cancer","Drug: isolated perfusion|Drug: melphalan","Warren Grant Magnuson Clinical Center - NCI Clinical Trials Referral Office, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT00096083"
995,"Investigating Targetable Metabolic Pathways Sustaining Pancreatic Cancer","Not yet recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Procedure: Biopsy|Procedure: Therapeutic Conventional Surgery|Other: Uniformly-labeled [13C]glucose","Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States","https://ClinicalTrials.gov/show/NCT05296421"
996,"Radiomics Based on Multimodal Imaging in Predicting Staging and Prognosis of Pancreatic Cancer","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma","Diagnostic Test: radiomics",,"https://ClinicalTrials.gov/show/NCT04954378"
997,"BCX-1777 in Treating Patients With Refractory Cancer","Completed","No Results Available","Cancer","Drug: forodesine hydrochloride","Cleveland Clinic Taussig Cancer Center, Cleveland, Ohio, United States","https://ClinicalTrials.gov/show/NCT00073944"
998,"Oncolytic Virotherapy Plus PD-1 Inhibitor and Lenvatinib for Patients With Advanced Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: H101|Drug: Tislelizumab|Drug: lenvatinib","Fudan University Shanghai Cancer Center, Shanghai, China","https://ClinicalTrials.gov/show/NCT05303090"
999,"Endoscopic Ultrasound Radiofrequency Ablation (EUS-RFA) of Not-resectable Pancreatic Cancer","Unknown status","No Results Available","Pancreatic Ductal Adenocarcinoma","Device: EUSRA electrode needle connected to a radiofrequency generator (VIVA RF generator; STARmed, Seoul, S. Korea)",,"https://ClinicalTrials.gov/show/NCT04164992"
1000,"CCR2 PET for Pancreatic Cancer Imaging and Prediction of Response to Standard and CCR2-Targeted Therapy","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: 64Cu-DOTA-ECLIi|Device: PET/CT","Washington University School of Medicine, Saint Louis, Missouri, United States","https://ClinicalTrials.gov/show/NCT03851237"
1001,"Lymphadenectomy for Pancreatic Head Cancer: Standard or Extended?","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma","Procedure: Pancreaticoduodenectomy with Standard lymphadenectomy|Procedure: Pancreaticoduodenectomy with Extended lymphadenectomy","Shanghai Ruijin Hospital, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT02787187"
1002,"S-1, Irinotecan, and Oxaliplatin in Locally-Advanced Pancreatic Cancer","Unknown status","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: Tegafur-gimeracil-oteracil potassium|Drug: Oxaliplatin|Drug: Irinotecan",,"https://ClinicalTrials.gov/show/NCT03316326"
1003,"Study to Evaluate the Safety and Efficacy of Treatment With NLM-001 and Standard Chemotherapy Plus Zalifrelimab in Patients With Advanced Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: Gemcitabine|Drug: Nab paclitaxel|Drug: NLM-001|Drug: Zalifrelimab","Hospital Universitario Virgen De La Victoria, Málaga, Andalucía, Spain|Hospital Universitario Miguel Servet, Zaragoza, Aragón, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Cataluña, Spain|Hospital Universitario Donostia, San Sebastián, País Vasco, Spain","https://ClinicalTrials.gov/show/NCT04827953"
1004,"CT Perfusion Images in Assessing Treatment Response in Patients With Pancreatic Cancer","Active, not recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Diagnostic Test: Computed Tomography Perfusion Imaging","Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT03012282"
1005,"Study to Assess the Safety, Tolerability of JPI-547 in Combination With Modified FOLFIRINOX or Gemcitabine-nab-paclitaxel in Patients With Locally Advanced and Metastatic Pancreatic Cancer","Not yet recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: JPI-547|Drug: modified FOLFIRINOX|Drug: Gemcitabine-nab-paclitaxel",,"https://ClinicalTrials.gov/show/NCT05257993"
1006,"CPI-613 in Combination With Modified FOLFIRINOX in Patients With Locally Advanced Pancreatic Cancer","Withdrawn","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: CPI-613|Drug: mFOLFIRNOX",,"https://ClinicalTrials.gov/show/NCT03374852"
1007,"NGS and TME for Evidence-based Treatment of Pancreatic Cancer","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma","Genetic: NGS",,"https://ClinicalTrials.gov/show/NCT02767700"
1008,"CI-1040 in Treating Patients With Advanced Breast, Colon, Pancreatic, or Non-Small Cell Lung Cancer","Completed","No Results Available","Breast Cancer|Colorectal Cancer|Lung Cancer|Pancreatic Cancer","Drug: CI-1040","University of Alabama at Birmingham Comprehensive Cancer Center, Birmingham, Alabama, United States","https://ClinicalTrials.gov/show/NCT00033384"
1009,"A Biomarker Study to Identify Predictive Signatures of Response to LDE225 (Hedgehog Inhibitor) In Patients With Resectable Pancreatic Cancer","Withdrawn","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: LDE225","Huntsman Cancer Institute, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT01911416"
1010,"A Trial of PEGPH20 in Combination With Avelumab in Chemotherapy Resistant Pancreatic Cancer","Terminated","No Results Available","Pancreatic Ductal Adenocarcinoma|Pancreatic Cancer","Drug: PEGylated Recombinant Human Hyaluronidase (PEGPH20)|Drug: Avelumab","Hospital Universitario Fuenlabrada, Fuenlabrada, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Ramon y Cajal, Madrid, Spain","https://ClinicalTrials.gov/show/NCT03481920"
1011,"A Study to Determine if the Drug, Pyrvinium Pamoate, is Safe and Tolerable in Patients With Pancreatic Cancer","Recruiting","No Results Available","Resectable Pancreatic Ductal Adenocarcinoma|Stage 0 Pancreatic Cancer AJCC v8|Stage I Pancreatic Cancer AJCC v8|Stage IA Pancreatic Cancer AJCC v8|Stage IB Pancreatic Cancer AJCC v8|Stage II Pancreatic Cancer AJCC v8|Stage IIA Pancreatic Cancer AJCC v8|Stage IIB Pancreatic Cancer AJCC v8","Drug: Pyrvinium Pamoate","Thomas Jefferson University, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT05055323"
1012,"Clinical and Multiomics Study of First-line Chemotherapy for Advanced Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma, PDAC",,"Ruijin Hospital, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT05168254"
1013,"Influence Factors of PD-1 Therapeutic Efficacy in Advanced Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma, PDAC",,"Ruijin Hospital, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT05201729"
1014,"Endoscopic Ultrasound PANcreatic CAncer RaDIofrequeNcy AbLation","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma (PDAC)","Device: Endoscopic Ultrasound (EUS)-Guided Radiofrequency Ablation (RFA)|Drug: Neoadjuvant chemotherapy (NAC)","Memorial Hermann Hospital, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04990609"
1015,"Additional Treatment for Isolated Local Pancreatic Cancer Recurrence Using Stereotactic Body Radiation Therapy","Enrolling by invitation","No Results Available","Recurrent Pancreatic Ductal Adenocarcinoma","Radiation: Additional stereotactic body radiation therapy","Amsterdam University Medical Center, VUmc, Amsterdam, Noord-Holland, Netherlands|Erasmus University Medical Center, Rotterdam, Zuid-Holland, Netherlands|University Medical Center Utrecht, Utrecht, Netherlands","https://ClinicalTrials.gov/show/NCT04881487"
1016,"A Health Service Research Study to Investigate Survival of Metastatic Pancreatic Cancer Patients After Sequential Chemotherapy","Terminated","No Results Available","Metastatic Pancreatic Ductal Adenocarcinoma","Drug: OFF|Drug: FOLFIRI Protocol","Praxis für Innere Medizin, Friedrichshafen, Germany","https://ClinicalTrials.gov/show/NCT03331640"
1017,"A Study of GSK2256098 and Trametinib in Advanced Pancreatic Cancer","Active, not recruiting","No Results Available","Pancreatic Cancer|Adenocarcinoma","Drug: GSK2256098|Drug: Trametinib","Juravinski Cancer Center, Hamilton, Ontario, Canada|London Regional Cancer Centre, London, Ontario, Canada|The Ottawa Hospital Cancer Centre, Ottawa, Ontario, Canada|Princess Margaret Cancer Centre, Toronto, Ontario, Canada","https://ClinicalTrials.gov/show/NCT02428270"
1018,"Pilot Study of Short-Course Preoperative Stereotactic Body Radiation Therapy for Resectable Pancreatic Cancer","Completed","No Results Available","Pancreatic Cancer|Adenocarcinoma","Radiation: Preoperative SBRT","University of Rochester Medical Center, Rochester, New York, United States","https://ClinicalTrials.gov/show/NCT02347618"
1019,"PRedictiOn Algorithms for the DeTECTion of Early Stage Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Cancer|Pancreatic Ductal Adenocarcinoma","Diagnostic Test: Magnetic resonance imaging (MRI)","Kaiser Permanente Southern California, Pasadena, California, United States","https://ClinicalTrials.gov/show/NCT04883450"
1020,"Peri-operative SLOG for Localized Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma|Pancreas Cancer","Drug: S-1, leucovorin, oxaliplatin and gemcitabine","Kaohsiung Medical University Hospital, Kaohsiung, Taiwan|National Cheng-Kung University Hospital, Tainan, Taiwan|National Institute of Cancer Research, Tainan, Taiwan","https://ClinicalTrials.gov/show/NCT05048524"
