"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"GO:0098703","BP","GO:0098703","calcium ion import across plasma membrane","5/74","125/22568",5.70798810777745e-05,0.000875803160123421,0.000594448929477383,"nifedipine/icosapent/imatinib/nicardipine/nilvadipine",5
"GO:1902656","BP","GO:1902656","calcium ion import into cytosol","5/74","125/22568",5.70798810777745e-05,0.000875803160123421,0.000594448929477383,"nifedipine/icosapent/imatinib/nicardipine/nilvadipine",5
"GO:0099511","MF","GO:0099511","voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels","6/74","206/22568",5.94427816540216e-05,0.000906547316584595,0.000615316439128129,"nifedipine/nicardipine/nilvadipine/orlistat/nimodipine/verapamil",6
"GO:1901381","BP","GO:1901381","positive regulation of potassium ion transmembrane transport","6/74","206/22568",5.94427816540216e-05,0.000906547316584595,0.000615316439128129,"flupirtine/nifedipine/amiodarone/thioridazine/vernakalant/verapamil",6
"GO:0060292","BP","GO:0060292","long-term synaptic depression","7/74","302/22568",5.99274738717007e-05,0.000911186409952847,0.000618465210692409,"psb-11/aniracetam/thioridazine/theobromine/theophylline/pentoxifylline/psb-1115",7
"GO:0010881","BP","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","7/74","304/22568",6.246516816343e-05,0.000944084337991001,0.000640794586737991,"nifedipine/icosapent/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",7
"GO:0042629","CC","GO:0042629","mast cell granule","7/74","304/22568",6.246516816343e-05,0.000944084337991001,0.000640794586737991,"quizartinib/imatinib/ibrutinib/ebpc/pi-103/alrestatin/vandetanib",7
"GO:0048143","BP","GO:0048143","astrocyte activation","8/74","415/22568",6.38200355056201e-05,0.000958820057239197,0.000650796414695468,"psb-11/erlotinib/theobromine/atorvastatin/theophylline/pentoxifylline/lapatinib/vandetanib",8
"GO:0050854","BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","8/74","415/22568",6.38200355056201e-05,0.000958820057239197,0.000650796414695468,"nifedipine/imatinib/thioridazine/ibrutinib/fludarabine/nimodipine/vandetanib/verapamil",8
"GO:1903378","BP","GO:1903378","positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","3/74","24/22568",6.51860895222302e-05,0.000976437329104505,0.000662754088380007,"imatinib/obatoclax/fludarabine",3
"GO:0010882","BP","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","8/74","417/22568",6.59991212638684e-05,0.000983489516400918,0.000667540740654973,"panobinostat/nifedipine/icosapent/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",8
"GO:0047555","MF","GO:0047555","3',5'-cyclic-GMP phosphodiesterase activity","6/74","210/22568",6.61223383996197e-05,0.000983489516400918,0.000667540740654973,"papaverine/nicardipine/vardenafil/theophylline/pentoxifylline/zardaverine",6
"GO:0008391","MF","GO:0008391","arachidonic acid monooxygenase activity","7/74","307/22568",6.64361975223282e-05,0.000983489516400918,0.000667540740654973,"nifedipine/imatinib/amiodarone/suprofen/vardenafil/theophylline/verapamil",7
"GO:0008392","MF","GO:0008392","arachidonic acid epoxygenase activity","7/74","307/22568",6.64361975223282e-05,0.000983489516400918,0.000667540740654973,"nifedipine/imatinib/amiodarone/suprofen/vardenafil/theophylline/verapamil",7
"GO:0003321","BP","GO:0003321","positive regulation of blood pressure by epinephrine-norepinephrine","6/74","212/22568",6.96798675159996e-05,0.00102849114392037,0.000698085468650596,"nicardipine/amiodarone/thioridazine/piclamilast/zardaverine/verapamil",6
"GO:0060076","CC","GO:0060076","excitatory synapse","7/74","311/22568",7.20500767205218e-05,0.00106037547313468,0.000719726867347855,"papaverine/aniracetam/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",7
"GO:0014042","BP","GO:0014042","positive regulation of neuron maturation","5/74","132/22568",7.39551556886015e-05,0.00108524891254669,0.000736609644328023,"quizartinib/imatinib/obatoclax/pi-103/vandetanib",5
"GO:0030224","BP","GO:0030224","monocyte differentiation","7/74","315/22568",7.80461453214291e-05,0.00113866168087449,0.000772863410469278,"quizartinib/icosapent/imatinib/nicardipine/amiodarone/orlistat/vandetanib",7
"GO:1903131","BP","GO:1903131","mononuclear cell differentiation","7/74","315/22568",7.80461453214291e-05,0.00113866168087449,0.000772863410469278,"quizartinib/icosapent/imatinib/nicardipine/amiodarone/orlistat/vandetanib",7
"GO:0001977","BP","GO:0001977","renal system process involved in regulation of blood volume","5/74","134/22568",7.94181324381614e-05,0.00115201934640184,0.00078192988834306,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0017127","MF","GO:0017127","cholesterol transporter activity","5/74","134/22568",7.94181324381614e-05,0.00115201934640184,0.00078192988834306,"nifedipine/imatinib/amiodarone/atorvastatin/verapamil",5
"GO:0035587","BP","GO:0035587","purinergic receptor signaling pathway","7/74","317/22568",8.11936035349829e-05,0.0011624042490111,0.000788978611754762,"psb-11/nicardipine/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",7
"GO:0016098","BP","GO:0016098","monoterpenoid metabolic process","6/74","218/22568",8.12788967834192e-05,0.0011624042490111,0.000788978611754762,"nifedipine/amiodarone/suprofen/theophylline/skf-96365/verapamil",6
"GO:0032229","BP","GO:0032229","negative regulation of synaptic transmission, GABAergic","5/74","135/22568",8.22635378623448e-05,0.0011624042490111,0.000788978611754762,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0044319","BP","GO:0044319","wound healing, spreading of cells","5/74","135/22568",8.22635378623448e-05,0.0011624042490111,0.000788978611754762,"quizartinib/imatinib/pi-103/atorvastatin/vandetanib",5
"GO:0060281","BP","GO:0060281","regulation of oocyte development","5/74","135/22568",8.22635378623448e-05,0.0011624042490111,0.000788978611754762,"papaverine/vardenafil/theophylline/pentoxifylline/zardaverine",5
"GO:0090504","BP","GO:0090504","epiboly","5/74","135/22568",8.22635378623448e-05,0.0011624042490111,0.000788978611754762,"quizartinib/imatinib/pi-103/atorvastatin/vandetanib",5
"GO:0090505","BP","GO:0090505","epiboly involved in wound healing","5/74","135/22568",8.22635378623448e-05,0.0011624042490111,0.000788978611754762,"quizartinib/imatinib/pi-103/atorvastatin/vandetanib",5
"GO:1905879","BP","GO:1905879","regulation of oogenesis","5/74","135/22568",8.22635378623448e-05,0.0011624042490111,0.000788978611754762,"papaverine/vardenafil/theophylline/pentoxifylline/zardaverine",5
"GO:0043473","BP","GO:0043473","pigmentation","7/74","318/22568",8.28057811691477e-05,0.0011624042490111,0.000788978611754762,"quizartinib/imatinib/sitaxentan/obatoclax/lisinopril/fludarabine/macitentan",7
"GO:0035234","BP","GO:0035234","ectopic germ cell programmed cell death","4/74","70/22568",8.28972919263067e-05,0.0011624042490111,0.000788978611754762,"quizartinib/imatinib/pi-103/fludarabine",4
"GO:0086029","BP","GO:0086029","Purkinje myocyte to ventricular cardiac muscle cell signaling","4/74","70/22568",8.28972919263067e-05,0.0011624042490111,0.000788978611754762,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0086068","BP","GO:0086068","Purkinje myocyte to ventricular cardiac muscle cell communication","4/74","70/22568",8.28972919263067e-05,0.0011624042490111,0.000788978611754762,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0050976","BP","GO:0050976","detection of mechanical stimulus involved in sensory perception of touch","3/74","26/22568",8.33433700006928e-05,0.00116542197164404,0.000791026882496735,"nifedipine/nimodipine/verapamil",3
"GO:0051955","BP","GO:0051955","regulation of amino acid transport","7/74","321/22568",8.77999312101094e-05,0.0012243482120128,0.000831022902264921,"psb-11/lisinopril/theobromine/theophylline/pentoxifylline/psb-1115/tolvaptan",7
"GO:0032228","BP","GO:0032228","regulation of synaptic transmission, GABAergic","8/74","435/22568",8.8552697976965e-05,0.00123144357958049,0.000835838863027464,"psb-11/nicardipine/thioridazine/theobromine/orlistat/theophylline/pentoxifylline/psb-1115",8
"GO:0032589","CC","GO:0032589","neuron projection membrane","8/74","438/22568",9.28703742711976e-05,0.00128090068120493,0.00086940773152933,"psb-11/aniracetam/icosapent/theobromine/theophylline/pentoxifylline/verapamil/psb-1115",8
"GO:0046634","BP","GO:0046634","regulation of alpha-beta T cell activation","8/74","438/22568",9.28703742711976e-05,0.00128090068120493,0.00086940773152933,"psb-11/thioridazine/fludarabine/theobromine/atorvastatin/theophylline/pentoxifylline/vandetanib",8
"GO:0071312","BP","GO:0071312","cellular response to alkaloid","8/74","438/22568",9.28703742711976e-05,0.00128090068120493,0.00086940773152933,"nifedipine/icosapent/nilvadipine/obatoclax/pentoxifylline/nimodipine/verapamil/fpl-64176",8
"GO:0015248","MF","GO:0015248","sterol transporter activity","5/74","140/22568",9.76878436538863e-05,0.00134367366420931,0.000912014717032554,"nifedipine/imatinib/amiodarone/atorvastatin/verapamil",5
"GO:0003298","BP","GO:0003298","physiological muscle hypertrophy","7/74","327/22568",9.85268818707174e-05,0.00134422621536049,0.000912389759570939,"nifedipine/icosapent/nicardipine/thioridazine/lisinopril/pi-103/rucaparib",7
"GO:0003301","BP","GO:0003301","physiological cardiac muscle hypertrophy","7/74","327/22568",9.85268818707174e-05,0.00134422621536049,0.000912389759570939,"nifedipine/icosapent/nicardipine/thioridazine/lisinopril/pi-103/rucaparib",7
"GO:0061049","BP","GO:0061049","cell growth involved in cardiac muscle cell development","7/74","327/22568",9.85268818707174e-05,0.00134422621536049,0.000912389759570939,"nifedipine/icosapent/nicardipine/thioridazine/lisinopril/pi-103/rucaparib",7
"GO:0014870","BP","GO:0014870","response to muscle inactivity","5/74","141/22568",0.000101022544238926,0.00137456011676037,0.000932978809753732,"panobinostat/amiodarone/ethotoin/vernakalant/verapamil",5
"GO:0014820","BP","GO:0014820","tonic smooth muscle contraction","4/74","74/22568",0.000103005014497265,0.00139776697091988,0.00094873039668534,"nifedipine/sitaxentan/lisinopril/macitentan",4
"GO:1902630","BP","GO:1902630","regulation of membrane hyperpolarization","3/74","28/22568",0.000104519037874052,0.00141450966002202,0.000960094449781397,"skf-96365/nimodipine/verapamil",3
"GO:0019373","BP","GO:0019373","epoxygenase P450 pathway","7/74","331/22568",0.000106254410650481,0.00143415044107923,0.000973425574633597,"nifedipine/imatinib/amiodarone/suprofen/vardenafil/theophylline/verapamil",7
"GO:0043302","BP","GO:0043302","positive regulation of leukocyte degranulation","4/74","75/22568",0.00010853938023658,0.00146064354887506,0.00099140769696979,"theophylline/pentoxifylline/vandetanib/psb-1115",4
"GO:0034390","BP","GO:0034390","smooth muscle cell apoptotic process","6/74","230/22568",0.000109085304660439,0.00146064354887506,0.00099140769696979,"nifedipine/icosapent/nicardipine/amiodarone/pentoxifylline/decitabine",6
"GO:0034391","BP","GO:0034391","regulation of smooth muscle cell apoptotic process","6/74","230/22568",0.000109085304660439,0.00146064354887506,0.00099140769696979,"nifedipine/icosapent/nicardipine/amiodarone/pentoxifylline/decitabine",6
"GO:0015800","BP","GO:0015800","acidic amino acid transport","7/74","333/22568",0.000110299334042608,0.00147299216467483,0.000999789285181535,"psb-11/icosapent/theobromine/theophylline/pentoxifylline/psb-1115/tolvaptan",7
"GO:0048714","BP","GO:0048714","positive regulation of oligodendrocyte differentiation","7/74","335/22568",0.000114468814197521,0.0015246400371216,0.00103484513321187,"panobinostat/icosapent/amiodarone/entinostat/pi-103/theophylline/plerixafor",7
"GO:0045213","BP","GO:0045213","neurotransmitter receptor metabolic process","5/74","145/22568",0.000115244830217123,0.00153093658667378,0.00103911889849511,"rivastigmine/tipifarnib-p2/lonafarnib/tacrine/pentoxifylline",5
"GO:0050975","BP","GO:0050975","sensory perception of touch","3/74","29/22568",0.000116304668033449,0.00154096053604423,0.00104592262591208,"nifedipine/nimodipine/verapamil",3
"GO:0043369","BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","5/74","146/22568",0.000119029059818035,0.00157292851822367,0.00106762080382393,"az-628/obatoclax/pi-103/atorvastatin/pentoxifylline",5
"GO:0045347","BP","GO:0045347","negative regulation of MHC class II biosynthetic process","4/74","77/22568",0.000120250984818889,0.00158079940459831,0.00107296314579354,"panobinostat/entinostat/theophylline/pentoxifylline",4
"GO:0055131","MF","GO:0055131","C3HC4-type RING finger domain binding","4/74","77/22568",0.000120250984818889,0.00158079940459831,0.00107296314579354,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0004673","MF","GO:0004673","protein histidine kinase activity","4/74","78/22568",0.000126438056974181,0.00165781639378095,0.00112523821039223,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0033628","BP","GO:0033628","regulation of cell adhesion mediated by integrin","8/74","459/22568",0.000128259917538651,0.00167617085252984,0.00113769624759876,"saxagliptin/quizartinib/imatinib/pi-103/fludarabine/atorvastatin/linagliptin/vandetanib",8
"GO:0045760","BP","GO:0045760","positive regulation of action potential","6/74","237/22568",0.000128502004740303,0.00167617085252984,0.00113769624759876,"nicardipine/amiodarone/thioridazine/ethotoin/vernakalant/verapamil",6
"GO:0002011","BP","GO:0002011","morphogenesis of an epithelial sheet","5/74","149/22568",0.000130955924820068,0.00169939719406608,0.00115346106153246,"quizartinib/imatinib/pi-103/atorvastatin/vandetanib",5
"GO:0043116","BP","GO:0043116","negative regulation of vascular permeability","5/74","149/22568",0.000130955924820068,0.00169939719406608,0.00115346106153246,"psb-11/theobromine/theophylline/pentoxifylline/zardaverine",5
"GO:0071415","BP","GO:0071415","cellular response to purine-containing compound","6/74","238/22568",0.00013148629985119,0.00170190472217643,0.00115516303917847,"nifedipine/icosapent/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0045938","BP","GO:0045938","positive regulation of circadian sleep/wake cycle, sleep","4/74","80/22568",0.000139499562854103,0.00180100714395783,0.0012224285289813,"psb-11/theobromine/theophylline/pentoxifylline",4
"GO:0045111","CC","GO:0045111","intermediate filament cytoskeleton","7/74","347/22568",0.000142266358178232,0.00182446692419619,0.00123835178877692,"psb-11/nifedipine/erlotinib/ethotoin/theobromine/theophylline/pentoxifylline",7
"GO:2001138","BP","GO:2001138","regulation of phospholipid transport","3/74","31/22568",0.000142400944558894,0.00182446692419619,0.00123835178877692,"zosuquidar/atorvastatin/verapamil",3
"GO:2001140","BP","GO:2001140","positive regulation of phospholipid transport","3/74","31/22568",0.000142400944558894,0.00182446692419619,0.00123835178877692,"zosuquidar/atorvastatin/verapamil",3
"GO:0009415","BP","GO:0009415","response to water","5/74","152/22568",0.000143778146423873,0.00183744831176636,0.00124716286904652,"imatinib/ebpc/skf-96365/alrestatin/tolvaptan",5
"GO:0048070","BP","GO:0048070","regulation of developmental pigmentation","4/74","81/22568",0.000146384017744555,0.00186602656963261,0.00126656028112314,"quizartinib/imatinib/obatoclax/fludarabine",4
"GO:0015238","MF","GO:0015238","drug transmembrane transporter activity","8/74","470/22568",0.000150849418358802,0.00191810545056734,0.00130190867495135,"nifedipine/imatinib/amiodarone/ne-100/cutamesine/guanadrel/zosuquidar/verapamil",8
"GO:1901678","BP","GO:1901678","iron coordination entity transport","4/74","82/22568",0.00015351100441812,0.00194704409623786,0.0013215506992356,"nifedipine/imatinib/amiodarone/verapamil",4
"GO:0046666","BP","GO:0046666","retinal cell programmed cell death","3/74","32/22568",0.000156762553397229,0.00197834342387302,0.00134279502975784,"obatoclax/fludarabine/atorvastatin",3
